responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico;te_agencia;te_conta_corrente;numero_siafi;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;142183;TRANSFERÊNCIA ESPECIAL;269;APROVADO;MIRADOURO;PREFEITURA MUNICIPAL DE MIRADOURO;17.947.623/0001-79;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;0014/2024;2303-5;00000018562-0;9419782;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;41
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;142184;TRANSFERÊNCIA ESPECIAL;269;APROVADO;RIO DOCE;PREFEITURA MUNICIPAL DE RIO DOCE;18.316.265/0001-69;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;0014/2024;0088-4;00000065859-6;9419783;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;42
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143496;TRANSFERÊNCIA ESPECIAL;269;APROVADO;DESCOBERTO;MUNICIPIO DE DESCOBERTO;18.558.098/0001-62;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;235000,0;;235000,0;235000,0;235000,0;235000,0;0,0;0,0;0,0;0,0;0014/2024;0560-6;00000030983-4;9420271;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;43
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;137951;EXECUÇÃO DIRETA;335;APROVADO;BELO HORIZONTE;A SER DEFINIDO PELO ÓRGÃO;18.715.532/0001-70;;4060;GESTÃO DAS UNIDADES POLICIAIS;INVESTIMENTOS;;;;Para atendimento da 1ª Delegacia de Defesa do Consumidor. ;PCMG Viatura Descaracterizada Básica;140000,0;;129459,36;129459,36;0,0;0,0;129459,36;0,0;129459,36;0,0;;-;-;;1511 06 181 032 4060 0001 4 4 99 99 0 10 8;4;129, 130, 131
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141483;EXECUÇÃO DIRETA;335;APROVADO;RIO CASCA;Delegacia de Polícia Civil - Rio Casca;18.715.532/0001-70;;4060;GESTÃO DAS UNIDADES POLICIAIS;INVESTIMENTOS;;;;Aquisição de viatura caracterizada com cela tipo caminhonete (pequeno porte).;PCMG Viatura Caracterizada com Cela Caminhonete;180000,0;;152000,0;152000,0;0,0;0,0;152000,0;0,0;152000,0;0,0;;-;-;;1511 06 181 032 4060 0001 4 4 99 99 0 10 8;4;114, 115, 116
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141484;EXECUÇÃO DIRETA;335;APROVADO;RIO CASCA;Delegacia de Polícia Civil - Rio Casca;18.715.532/0001-70;;4060;GESTÃO DAS UNIDADES POLICIAIS;INVESTIMENTOS;;;;Aquisição de armamento para a unidade.;Bem Permanente;45700,0;;41842,95;41842,95;33998,5;25382,5;16460,45;8616,0;7844,449999999997;0,0;;-;-;;1511 06 181 032 4060 0001 4 4 99 99 0 10 8;4;18, 19, 20
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141485;EXECUÇÃO DIRETA;335;APROVADO;BELO HORIZONTE;A SER DEFINIDO PELO ÓRGÃO;18.715.532/0001-70;;4060;GESTÃO DAS UNIDADES POLICIAIS;INVESTIMENTOS;;;;Atendimento ao Departamento Estadual de Operações Especiais para aquisição de armamento e computadores.;Bem Permanente;166000,0;;160918,18;160918,18;160917,98;50245,28;110672,9;110672,70000000001;0,1999999999825377;0,0;;-;-;;1511 06 181 032 4060 0001 4 4 99 99 0 10 8;4;81, 82, 109
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141486;EXECUÇÃO DIRETA;335;APROVADO;BELO HORIZONTE;A SER DEFINIDO PELO ÓRGÃO;18.715.532/0001-70;;4060;GESTÃO DAS UNIDADES POLICIAIS;INVESTIMENTOS;;;;Atendimento a Coordenadoria de Operações Especiais/SUBDIVISÃO CAP/PUMA para aquisição de armamento e computadores.;Bem Permanente;86400,0;;83355,5;83355,5;79965,5;39056,0;44299,5;40909,5;3390,0;0,0;;-;-;;1511 06 181 032 4060 0001 4 4 99 99 0 10 8;4;2, 7, 9, 10, 13, 14
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;139346;EXECUÇÃO DIRETA;38;APROVADO;ABRE CAMPO;272º CIA PM - Abre Campo;16.695.025/0001-97;;4366;ESTRUTURAÇÃO E MODERNIZAÇÃO;INVESTIMENTOS;;;;Aquisição de viatura de grande porte, 4X4 com cela e armamento.;Bem Permanente;330000,0;;327730,64;327730,64;35897,84;22767,46;304963,18;13130,379999999997;291832,80000000005;0,0;;-;-;;1251 06 181 137 4366 0001 4 4 99 99 1 10 8;4;56, 124, 132, 253, 405
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;142374;EXECUÇÃO DIRETA;38;APROVADO;PONTE NOVA;21º CIA PM IND - Ponte Nova;16.695.025/0001-97;;4366;ESTRUTURAÇÃO E MODERNIZAÇÃO;INVESTIMENTOS;;;;Recurso para obra nas instalações da Unidade.;Reforma ou Obra;600000,0;;599971,32;599971,32;0,0;0,0;599971,32;0,0;599971,32;0,0;;-;-;;1251 06 181 137 4366 0001 4 4 99 99 1 10 8;4;458, 2926
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;142376;EXECUÇÃO DIRETA;38;APROVADO;RIO CASCA;3º PEL - Rio Casca;16.695.025/0001-97;;4366;ESTRUTURAÇÃO E MODERNIZAÇÃO;INVESTIMENTOS;;;;Complementar indicação n° 142375 para aquisição de viatura de grande porte, 4X4 com cela e armamento.;Bem Permanente;140000,0;;138700,42;138700,42;41790,42;41627,46;97072,96;162,95999999999913;96910,00000000001;0,0;;-;-;;1251 06 181 137 4366 0001 4 4 99 99 1 10 8;4;63, 132
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;138790;RESOLUÇÃO SES;411;APROVADO;IPUIUNA;FUNDO MUNICIPAL DE SAUDE;13.893.638/0001-40;;2500;ASSESSORAMENTO E GERENCIAMENTO DE POLÍTICAS PÚBLICAS;INVESTIMENTOS;;;;Aquisição de veículo 7 lugares.;FES Veículo Minivan (mínimo 7 lugares);160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9432;-;-;9425113;4291 10 122 705 2500 0001 4 4 41 42 01 0 10 8 ;4;335
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;137945;RESOLUÇÃO SES;511;APROVADO;JOAO MONLEVADE;ASSOCIAÇÃO SÃO VICENTE DE PAULO DE JOÃO MONLEVADE;21.142.203/0001-92;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;9478;-;-;9427059;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3026
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;137946;RESOLUÇÃO SES;511;APROVADO;SAO DOMINGOS DO PRATA;HOSPITAL NOSSA SENHORA DAS DORES;24.618.704/0001-90;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;9478;-;-;9426876;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3162
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;138455;RESOLUÇÃO SES;511;APROVADO;BELO HORIZONTE;FUNDACAO BENJAMIN GUIMARAES;17.200.429/0001-25;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9478;-;-;9427261;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2751
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;138456;RESOLUÇÃO SES;511;APROVADO;BELO HORIZONTE;ASSOCIACAO EVANGELICA BENEFICENTE DE MINAS GERAIS;17.214.743/0001-67;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9478;-;-;9427262;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2752
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;138457;RESOLUÇÃO SES;511;APROVADO;BELO HORIZONTE;FUNDACAO EDUCACIONAL LUCAS MACHADO FELUMA;17.178.203/0006-80;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;320000,0;;320000,0;320000,0;320000,0;320000,0;0,0;0,0;0,0;0,0;9478;-;-;9427263;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2753
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;138458;RESOLUÇÃO SES;511;APROVADO;BELO HORIZONTE;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;17.209.891/0001-93;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9478;-;-;9427264;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2754
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;138479;RESOLUÇÃO SES;511;APROVADO;RIO PIRACICABA;ASSISTENCIA SOCIAL DE RIO PIRACICABA;24.233.322/0001-49;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9478;-;-;9426895;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3143
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;138723;RESOLUÇÃO SES;511;APROVADO;GOVERNADOR VALADARES;BENEFICENCIA SOCIAL BOM SAMARITANO;22.709.109/0001-35;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;1000000,0;;1000000,0;1000000,0;1000000,0;1000000,0;0,0;0,0;0,0;0,0;9478;-;-;9427172;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2975
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;139838;RESOLUÇÃO SES;511;REPROVADO PELO ÓRGÃO;BELO ORIENTE;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;20.942.819/0002-66;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;1000000,0;As indicações de emendas parlamentares estaduais na Ação Orçamentária 4121, para reforço de custeio dos hospitais dos módulos Valor em Saúde e Hospitais Plataforma da Política Estadual de Atenção Hospitalar ¿ Valora Minas, serão limitadas a um teto financeiro, que considera a produção hospitalar do beneficiário a ser contemplado. Para o cálculo do valor do teto, foi considerado o valor total das Autorizações de Internação Hospitalares (AIH) aprovadas, extraído dos bancos de dados oficiais do SUS, no ano anterior ao de realização da indicação. Nesse sentido, a área finalística manifesta-se desfavorável à indicação, pois a somatória de indicações excede o Teto Financeiro da instituição.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;-;-;;4291 10 302 058 4121 0001 3 3 99 99 0 10 8;3;
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;139872;RESOLUÇÃO SES;511;APROVADO;CAMPANHA;SANTA CASA DE MISERICORDIA DA CAMPANHA;19.082.452/0001-98;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9478;-;-;9427031;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2906
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;142181;RESOLUÇÃO SES;511;APROVADO;BELO ORIENTE;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;20.942.819/0002-66;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;850000,0;;850000,0;850000,0;850000,0;850000,0;0,0;0,0;0,0;0,0;9508;-;-;9428063;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3540
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;144426;RESOLUÇÃO SES;511;APROVADO;BELO HORIZONTE;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;17.209.891/0001-93;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9478;-;-;9427211;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2723
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;145032;RESOLUÇÃO SES;511;APROVADO;ITABIRA;IRMANDADE NOSSA SENHORA DAS DORES;20.959.292/0001-00;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;165051,0;;165051,0;165051,0;165051,0;165051,0;0,0;0,0;0,0;0,0;9478;-;-;9427084;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2992
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;145293;RESOLUÇÃO SES;511;APROVADO;MONTES CLAROS;FUNDAÇÃO DE SAÚDE DÍLSON DE QUADROS GODINHO;00.991.591/0001-06;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;569000,0;;569000,0;569000,0;569000,0;569000,0;0,0;0,0;0,0;0,0;9478;-;-;9427101;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3062
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;146993;RESOLUÇÃO SES;511;APROVADO;BELO HORIZONTE;ASSOCIACAO MARIO PENNA;17.513.235/0001-80;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;124004,88;;124004,88;124004,88;124004,88;124004,88;0,0;0,0;0,0;0,0;9478;-;-;9426958;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2667
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;139586;EXECUÇÃO DIRETA - CAIXA ESCOLAR;78;ENVIADA PARA SEE;ALVINOPOLIS;EE ANTÔNIO CARLOS;;128252,0;4523;REALIZAÇÃO DE OBRAS ESTRUTURAIS;INVESTIMENTOS;;;;Obra;Obra;400000,0;;400000,0;400000,0;400000,0;0,0;400000,0;400000,0;0,0;0,0;;-;-;707176;1261 12 368 168 4523 0001 4 4 99 99 0 10 8;4;304
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144233;EXECUÇÃO DIRETA - CAIXA ESCOLAR;78;ENVIADA PARA SEE;SANTO ANTONIO DO GRAMA;EE MARIANO GOMES;;129534,0;4523;REALIZAÇÃO DE OBRAS ESTRUTURAIS;INVESTIMENTOS;;;;Obra;Obra;441000,0;;441000,0;441000,0;441000,0;0,0;441000,0;441000,0;0,0;0,0;;-;-;707169;1261 12 368 168 4523 0001 4 4 99 99 0 10 8;4;305
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;137947;RESOLUÇÃO SES;786;REPROVADO PELO ÓRGÃO;BELO HORIZONTE;INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA;60.194.990/0008-44;;4131;ATENÇÃO ESPECIALIZADA AMBULATORIAL;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;160000,0;Conforme parecer emitido pela área finalística afeta à ação orçamentária 4131, manifesta-se desfavorável à indicação devido à não estar em conformidade com a ação 4131. Os requisitos para aprovação na ação 4131 são: -  Identificação de serviços de média complexidade ambulatorial em caráter eletivo ofertados no âmbito do SUS pelos beneficiários indicados,  - Produção ofertada em unidades ambulatoriais visualizadas no Sistema de Informações Ambulatoriais,  - Produção assistencial relevante nas seguintes formas de organização e de procedimentos.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;-;-;;4291 10 302 061 4131 0001 3 3 99 99 0 10 8;3;
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;137948;RESOLUÇÃO SES;787;APROVADO;PARAOPEBA;REDE PAULO DE TARSO;17.226.044/0002-18;;4129;APOIO E FORTALECIMENTO DA REDE DE CUIDADO À PESSOA COM DEFICIÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para manutenção das atividades hospitalares.;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9479;-;-;9425870;4291 10 242 061 4129 0001 3 3 41 41 01 0 10 8 ;3;3301
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;137952;EXECUÇÃO DIRETA;788;APROVADO;BELO HORIZONTE;A SER DEFINIDO PELO ÓRGÃO;03.389.126/0001-98;;4115;GESTÃO DA RESPOSTA A DESASTRES;INVESTIMENTOS;;;;Aquisição de VIATURA AUTO PREVENÇÃO E VISTORIA para atendimento ao 3° PEL/2ª CIA/11° BBM de PONTE NOVA-MG.;Bem Permanente;190000,0;;189994,73;189994,73;0,0;0,0;189994,73;0,0;189994,73;0,0;;-;-;;1401 06 182 052 4115 0001 4 4 99 99 0 10 8;4;304
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138319;TRANSFERÊNCIA ESPECIAL;802;APROVADO;CAMBUQUIRA;MUNICIPIO DE CAMBUQUIRA;17.955.386/0001-98;;2048;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;0014/2024;0012-4;00000090637-9;9418596;1491 04 122 119 2048 0001 3 3 40 41 08 1 10 8;3;44
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;138343;EXECUÇÃO DIRETA;814;APROVADO;BELO HORIZONTE;A SER DEFINIDO PELO ÓRGÃO;19.198.118/0001-02;;4235;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL PARA AGRICULTORES FAMILIARES E DEMAIS PÚBLICOS;INVESTIMENTOS;;;;Aquisição de veículo para atendimento a agricultores do município de ACAIACA - CNPJ 18295287/0001-90.;EMATER Veículo Frota;100000,0;;73100,0;73100,0;73100,0;73100,0;0,0;0,0;0,0;0,0;;-;-;;3041 20 606 090 4235 0001 4 4 99 99 0 10 8;4;1440042023
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;138498;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;836;APROVADO;BARRA LONGA;MUNICIPIO DE BARRA LONGA;18.316.182/0001-70;;4170;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;OUTRAS DESPESAS CORRENTES;;;;Aquisição de kit esportivo.;SEDESE (doação) Kit esportivo;50000,0;;37106,12;37106,12;0,0;0,0;37106,12;0,0;37106,12;0,0;;-;-;;1481 27 812 069 4170 0001 3 3 99 99 0 10 8;3;551
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;138531;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;839;APROVADO;RITAPOLIS;MUNICIPIO DE RITAPOLIS;18.557.553/0001-05;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Kit feira livre para atendimento as demandas do município.;EMATER (doação) Kit feira livre;18000,0;;17945,6;17945,6;17945,6;0,0;17945,6;17945,6;0,0;0,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;39012024, 39013024, 39014024, 39022024
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;138789;RESOLUÇÃO SES;874;APROVADO;LARANJAL;FUNDO MUNICIPAL DE SAÚDE DE LARANJAL;12.563.245/0001-06;;4135;ACESSO ELETIVO;INVESTIMENTOS;;;;Aquisição de veículo de transporte sanitário acessibilidade.;FES Veículo Transporte Sanitário Acessibilidade;320375,0;;320375,0;320375,0;320375,0;320375,0;0,0;0,0;0,0;0,0;9428;-;-;9425306;4291 10 302 062 4135 0001 4 4 41 42 01 0 10 8 ;4;2125
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;139344;TRANSFERÊNCIA ESPECIAL;964;APROVADO;CORREGO NOVO;MUNICÍPIO DE CÓRREGO NOVO;18.334.284/0001-18;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;280000,0;;280000,0;280000,0;280000,0;280000,0;0,0;0,0;0,0;0,0;0014/2024;0177-5;00000078276-9;9418604;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;45
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;139370;TRANSFERÊNCIA ESPECIAL;964;APROVADO;AMPARO DA SERRA;PREFEITURA MUNICIPAL DE AMPARO DO SERRA;18.316.174/0001-23;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;0014/2024;0088-4;00000065840-5;9418921;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;46
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;139371;TRANSFERÊNCIA ESPECIAL;964;APROVADO;SEM PEIXE;MUNICIPIO DE SEM-PEIXE;01.625.189/0001-70;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;0,0;0,0;0,0;0014/2024;2032-X;00000017666-4;9418922;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;47
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;139468;TRANSFERÊNCIA ESPECIAL;964;APROVADO;ERVALIA;MUNICIPIO DE ERVALIA;18.133.306/0001-81;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;0,0;0,0;0,0;0014/2024;2044-3;00000026103-3;9421427;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;48
