responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;unidade_executora_codigo;funcional_programatica_formatado;categoria_economica_despesa_codigo;item_despesa_codigo;gmifp_formatado;numero_empenho;obs;funcao
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89299;RESOLUÇÃO SES;368;REPROVADO PELO ÓRGÃO;DIAMANTINA;FUNDO MUNICIPAL DE SAÚDE DE DIAMANTINA;11.291.295/0001-19;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Veículo Passeio (5 lugares);70000,0;O valor indicado para o veículo de passeio (5 lugares) está superior ao valor que consta no Portfólio de Veículo/2022, disponível no site do Sigcon-Saída;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89300;RESOLUÇÃO SES;450;APROVADO;CONTAGEM;FUNDO MUNICIPAL DE SAÚDE DE CONTAGEM;14.237.130/0001-57;;4456;APOIO E FORTALECIMENTO DA REDE DE ATENÇÃO PSICOSSOCIAL;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9336920,0;8122;1320074,0;10.302.158.4456.0001;3,0;1,0;3.41.0.10.8;1516;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89301;RESOLUÇÃO SES;368;REPROVADO PELO ÓRGÃO;PRESIDENTE KUBITSCHEK;FUNDO MUNICIPAL DE SAUDE;13.884.924/0001-40;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Veículo Passeio (5 lugares);70000,0;O valor indicado para o veículo de passeio (5 lugares) está superior ao valor que consta no Portfólio de Veículo/2022, disponível no site do Sigcon-Saída;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89302;RESOLUÇÃO SES;368;APROVADO;PARAOPEBA;FUNDO MUNICIPAL DE SAUDE DE PARAOPEBA;12.809.552/0001-24;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332911,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2671;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89303;RESOLUÇÃO SES;318;APROVADO;PARAOPEBA;FUNDO MUNICIPAL DE SAUDE DE PARAOPEBA;12.809.552/0001-24;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9334882,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3221;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89304;RESOLUÇÃO SES;368;REPROVADO PELO ÓRGÃO;PIRAPORA;FUNDO MUNICIPAL DE SAÚDE DE PIRAPORA;01.122.139/0001-70;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;70000,0;O valor indicado (R$70.000,00)está inferior ao valor mínimo acordado (R$150.000,00) para indicações parlamentares/2022;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89305;RESOLUÇÃO SES;368;APROVADO;LEME DO PRADO;FUNDO MUNICIPAL DE SAUDE;11.371.746/0001-28;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9333038,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2824;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89306;RESOLUÇÃO SES;318;APROVADO;LEME DO PRADO;FUNDO MUNICIPAL DE SAUDE;11.371.746/0001-28;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9334965,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3119;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89307;RESOLUÇÃO SES;368;REPROVADO PELO ÓRGÃO;ACUCENA;FUNDO MUNICIPAL DE SAÚDE DE AÇUCENA;14.731.550/0001-95;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Veículo Passeio (5 lugares);70000,0;O valor indicado para o veículo de passeio (5 lugares) está superior ao valor que consta no Portfólio de Veículo/2022, disponível no site do Sigcon-Saída;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89308;RESOLUÇÃO SES;368;APROVADO;MINAS NOVAS;FUNDO MUNICIPAL DE SAÚDE DE MINAS NOVAS;97.535.949/0001-28;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332885,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2466;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89309;RESOLUÇÃO SES;368;REPROVADO PELO ÓRGÃO;UBERLANDIA;FUNDO MUNICIPAL DE SAÚDE DE UBERLÂNDIA;13.996.274/0001-24;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Veículo Passeio (5 lugares);100000,0;O valor indicado para o veículo de passeio (5 lugares) está superior ao valor que consta no Portfólio de Veículo/2022, disponível no site do Sigcon-Saída;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89310;RESOLUÇÃO SES;368;REPROVADO PELO ÓRGÃO;JEQUITAI;FUNDO MUNICIPAL DE SAÚDE DE JEQUITAI;11.695.652/0001-04;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Veículo Passeio (5 lugares);70000,0;O valor indicado para o veículo de passeio (5 lugares) está superior ao valor que consta no Portfólio de Veículo/2022, disponível no site do Sigcon-Saída;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89311;RESOLUÇÃO SES;368;APROVADO;CATAS ALTAS DA NORUEGA;FUNDO MUNICIPAL DE SAUDE DE CATAS ALTAS DA NORUEGA;13.376.313/0001-90;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9332780,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2532;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89312;RESOLUÇÃO SES;450;REPROVADO PELO ÓRGÃO;SANTANA DOS MONTES;FUNDO MUNICIPAL DE SAÚDE DE SANTANA DOS MONTES;13.534.371/0001-03;;4456;APOIO E FORTALECIMENTO DA REDE DE ATENÇÃO PSICOSSOCIAL;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;150000,0;De acordo com parecer emitido pela área finalística afeta a ação orçamentária 4456, no município indicado não possui serviço de Centro de Atenção Psicossocial (CAPS) habilitado em seu território. ;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;89313;RESOLUÇÃO SES;451;APROVADO;MANGA;FUNDO MUNICIPAL DE SAÚDE DE MANGA;12.050.997/0001-73;;4456;APOIO E FORTALECIMENTO DA REDE DE ATENÇÃO PSICOSSOCIAL;INVESTIMENTOS;;;;;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332166,0;8098;1320074,0;10.302.158.4456.0001;4,0;1,0;4.41.0.10.8;1483;;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;FES;89325;RESOLUÇÃO SES;3419;APROVADO;MATIPO;FUNDO MUNICIPAL DE SAUDE DE MATIPO;13.452.475/0001-60;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;;;0,0;;9335012,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3496;;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;FES;89326;RESOLUÇÃO SES;3419;APROVADO;SIMONESIA;FUNDO MUNICIPAL DE SAÚDE DE SIMONÉSIA;11.776.849/0001-78;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9335366,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3482;;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;FES;89327;RESOLUÇÃO SES;3418;APROVADO;SAO JOAO DO MANHUACU;FUNDO MUNICIPAL DE SAUDE;14.296.477/0001-70;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Indicação será complementada totalizando o valor da indicação de R$279.792,60.;FES Custeio;72641,6;;72641,6;72641,6;72641,6;72641,6;0,0;;;0,0;;9335328,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;2865;;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;FES;89329;RESOLUÇÃO SES;3419;APROVADO;SAO JOAO DO MANHUACU;FUNDO MUNICIPAL DE SAUDE;14.296.477/0001-70;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Indicação complementar à indicação 89327 totalizando o valor da indicação para o fundo de R$279.792,60;FES Custeio;207151,0;;207151,0;207151,0;207151,0;207151,0;0,0;;;0,0;;9335977,0;8124;1320076,0;1030115944600000;3,0;1,0;3.41.0.10.8;2853;SIAFI COM DOIS OU MAIS EMPENHOS;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89355;TRANSFERÊNCIA ESPECIAL;512;APROVADO;GOIABEIRA;MUNICIPIO DE GOIABEIRA;01.615.421/0001-90;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;72000,0;;72000,0;72000,0;72000,0;72000,0;0,0;;;0,0;;9328597,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2125;;4
ROBERTO ANDRADE;AVANTE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;89358;RESOLUÇÃO SES;619;APROVADO;GOUVEIA;FUNDO MUNICIPAL DE SAÚDE DE GOUVEIA;11.389.903/0001-22;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio;FES Custeio;229080,77;;229080,77;229080,77;229080,77;229080,77;0,0;;;0,0;;9334711,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3873;;10
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;89366;EXECUÇÃO DIRETA - CAIXA ESCOLAR;51;ENVIADA PARA SEE;ALTO CAPARAO;EE CORONEL AMÉRICO VESPÚCIO CARVALHO;;96792,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662616,0;;1260001,0;1236811044100000;4,0;1,0;4.50.0.10.8;880;SIAFI COM DOIS OU MAIS EMPENHOS;12
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89367;TRANSFERÊNCIA ESPECIAL;185;APROVADO;MUTUM;PREFEITURA MUNICIPAL DE MUTUM;18.348.086/0001-03;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;350000,0;;350000,0;350000,0;350000,0;350000,0;0,0;;;0,0;;9330412,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3045;;4
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89368;TRANSFERÊNCIA ESPECIAL;185;APROVADO;VIEIRAS;MUNICIPIO DE VIEIRAS;17.947.599/0001-78;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9330413,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4097;;4
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89369;TRANSFERÊNCIA ESPECIAL;185;APROVADO;SAO JOAO EVANGELISTA;MUNICIPIO DE SAO JOAO EVANGELISTA;18.307.488/0001-60;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9330414,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4327;;4
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;89370;EXECUÇÃO DIRETA;245;APROVADO;DIVINO;Delegacia de Polícia Civil - Divino;18.715.532/0001-70;;4025;GESTÃO DAS UNIDADES POLICIAIS;INVESTIMENTOS;;;;Aquisição de bens permanentes para atender as necessidades da Delegacia da PCMG de Divino.;Bem Permanente;30000,0;;29995,41;29995,41;19853,41;18057,41;11938,0;1796,0;10142,0;0,0;;;;;;;;;Consultar Controle de Execução;;6
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89371;TRANSFERÊNCIA ESPECIAL;179;APROVADO;BURITIZEIRO;PREFEITURA MUNICIPAL DE BURITIZEIRO;18.279.067/0001-72;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;105000,0;;105000,0;105000,0;105000,0;105000,0;0,0;;;0,0;;9330286,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1355;;4
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89372;TRANSFERÊNCIA ESPECIAL;165;APROVADO;BURITIZEIRO;PREFEITURA MUNICIPAL DE BURITIZEIRO;18.279.067/0001-72;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;45000,0;;45000,0;45000,0;45000,0;45000,0;0,0;;;0,0;;9329793,0;0021/2022;1490011,0;04.122.024.2090.0001;3,0;8,0;3.40.1.10.8;1351;;4
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89373;TRANSFERÊNCIA ESPECIAL;179;APROVADO;POMPEU;PREFEITURA MUNICIPAL DE POMPÉU;18.296.681/0001-42;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9330287,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3279;;4
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;89374;EXECUÇÃO DIRETA;27;APROVADO;DIVINO;3º PEL - Divino;16.695.025/0001-97;;4558;MODERNIZAÇÃO E ESTRUTURAÇÃO DA POLÍCIA MILITAR DE MINAS GERAIS;INVESTIMENTOS;;;;Armamento/Bens permanentes para atender as necessidades da fração da PMMG de Divino.;Bem Permanente;30000,0;;27750,0;27750,0;27750,0;27750,0;0,0;;;0,0;;;;;;;;;Consultar Controle de Execução;;6
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89375;TRANSFERÊNCIA ESPECIAL;165;APROVADO;POMPEU;PREFEITURA MUNICIPAL DE POMPÉU;18.296.681/0001-42;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9329794,0;0021/2022;1490011,0;04.122.024.2090.0001;3,0;8,0;3.40.1.10.8;3276;;4
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89376;TRANSFERÊNCIA ESPECIAL;179;APROVADO;MONTALVANIA;PREFEITURA MUNICIPAL DE MONTALVÂNIA;17.097.791/0001-12;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;84000,0;;84000,0;84000,0;84000,0;84000,0;0,0;;;0,0;;9330288,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2783;;4
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;89377;EXECUÇÃO DIRETA - CAIXA ESCOLAR;51;ENVIADA PARA SEE;MANHUMIRIM;EE PROFESSOR JOSÉ VENÂNCIO FERREIRA;;75400,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662529,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;1394;;12
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89378;TRANSFERÊNCIA ESPECIAL;165;APROVADO;MONTALVANIA;PREFEITURA MUNICIPAL DE MONTALVÂNIA;17.097.791/0001-12;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;36000,0;;36000,0;36000,0;36000,0;36000,0;0,0;;;0,0;;9329795,0;0021/2022;1490011,0;04.122.024.2090.0001;3,0;8,0;3.40.1.10.8;2779;;4
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89383;TRANSFERÊNCIA ESPECIAL;179;APROVADO;BOM DESPACHO;MUNICIPIO DE BOM DESPACHO;18.301.002/0001-86;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;56000,0;;56000,0;56000,0;56000,0;56000,0;0,0;;;0,0;;9330289,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1004;;4
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;89384;EXECUÇÃO DIRETA - CAIXA ESCOLAR;51;ENVIADA PARA SEE;PIUMHI;EE PROFESSOR FRANCISCO DE PAULA REBELO HORTA;;115690,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;662544,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;1172;;12
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89385;TRANSFERÊNCIA ESPECIAL;165;APROVADO;BOM DESPACHO;MUNICIPIO DE BOM DESPACHO;18.301.002/0001-86;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;24000,0;;24000,0;24000,0;24000,0;24000,0;0,0;;;0,0;;9329796,0;0021/2022;1490011,0;04.122.024.2090.0001;3,0;8,0;3.40.1.10.8;1002;;4
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89386;TRANSFERÊNCIA ESPECIAL;179;APROVADO;SANTA LUZIA;MUNICIPIO DE SANTA LUZIA;18.715.409/0001-50;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;24500,0;;24500,0;24500,0;24500,0;24500,0;0,0;;;0,0;;9330290,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3883;;4
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89387;TRANSFERÊNCIA ESPECIAL;165;APROVADO;SANTA LUZIA;MUNICIPIO DE SANTA LUZIA;18.715.409/0001-50;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;10500,0;;10500,0;10500,0;10500,0;10500,0;0,0;;;0,0;;9329797,0;0021/2022;1490011,0;04.122.024.2090.0001;3,0;8,0;3.40.1.10.8;3865;;4
CORONEL SANDRO;PSL;BLOCO MINAS SÃO MUITAS;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;89388;EXECUÇÃO DIRETA;27;APROVADO;AIMORES;15º CIA PM IND - Aimorés;16.695.025/0001-97;;4558;MODERNIZAÇÃO E ESTRUTURAÇÃO DA POLÍCIA MILITAR DE MINAS GERAIS;INVESTIMENTOS;;;;Armamento para atender as necessidades da 15ª CIA PM IND de Aimorés;Bem Permanente;28000,0;;26767,3;26767,3;26767,3;26767,3;0,0;;;0,0;;;;;;;;;Consultar Controle de Execução;;6
ROBERTO ANDRADE;AVANTE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;89389;RESOLUÇÃO SES;329;APROVADO;TOCANTINS;FUNDO MUNICIPAL DE SAUDE DE TOCANTINS MG;19.081.365/0001-16;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9335388,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3580;;10
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89393;TRANSFERÊNCIA ESPECIAL;179;APROVADO;EUGENOPOLIS;MUNICIPIO DE EUGENOPOLIS;17.947.656/0001-19;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9330567,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1895;;4
ANDREIA DE JESUS;PSOL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;89394;TRANSFERÊNCIA ESPECIAL;165;APROVADO;EUGENOPOLIS;MUNICIPIO DE EUGENOPOLIS;17.947.656/0001-19;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9329821,0;0021/2022;1490011,0;04.122.024.2090.0001;3,0;8,0;3.40.1.10.8;1894;;4
