responsavel_nome;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;status_da_indicacao;numero_inciso;numero_do_controle_de_execucao;no_empenho_execucao_direta;processo_de_compra;registro_de_preco;descricao_processo_de_compras;no_processo_de_compra_planejamento_de_registro_de_precos;status_do_processo_de_compra_registro_de_precos;valor_indicacao;valor_utilizado_controle;valor_empenhado;valor_liquidado;valor_pago;valor_executado;justificativa;classificacao_iot
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;14364;85,0;Sim;Não;Aquisição de Mobiliários para atender emendas parlamentares Armário alto de aço ;1,5111890001482024e+16;CONCLUÍDO;262200,0;4046,88;4046,88;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7097;24,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: cadeira giratória espaldar alto.;1,5111890000882024e+16;CONCLUÍDO;262200,0;1400,0;1400,0;1400,0;1400,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7232;72,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: mesa reta com gavetas.;1,5111890001902024e+16;CONCLUÍDO;262200,0;3080,0;3080,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7206;10,0;Sim;Não;Aquisição de equipamentos de ar condicionado visando atender as Emendas Estaduais e Federais direcionadas a Polícia Civil de Minas Gerais. Item: ar condicionado split de 12.000 btu´s sem instalação.;1,5111890000832024e+16;CONCLUÍDO;262200,0;5454,0;5454,0;5454,0;5454,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;11848;72,0;Sim;Não;Mobiliários com recursos de Emendas Parlamentares Longarina;1,5111890001902024e+16;CONCLUÍDO;262200,0;1570,0;1570,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;14368;118,0;Sim;Não;Mobiliarios com recursos de Emendas Parlamentares Estante de aço ;1,5111890002882024e+16;CONCLUÍDO;262200,0;1052,0;1052,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;11853;105,0;Sim;Não;Longarina de 03 lugares;1,5111890002652024e+16;CONCLUÍDO;262200,0;3960,0;3960,0;0,0;0,0;0,0;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7254;71,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: mesa redonda para reunião (4 lugares).;1,5111890001902024e+16;CONCLUÍDO;262200,0;990,0;990,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;8173;250,0;Sim;Não;HD EXTERNO;1,5111890001252024e+16;EM ANDAMENTO;262200,0;1082,78;0,0;0,0;0,0;;Fornecedor não assinou o Termo Aditivo, para aquisição.;outras razões de ordem técnica devidamente justificadas.
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;14365;85,0;Sim;Não;aquisição de mobiliário e equipamentos visando atender as demandas da Polícia Civil de Minas Gerais Arquivo de aço ;1,5111890001482024e+16;CONCLUÍDO;262200,0;2163,48;2163,48;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;14366;85,0;Sim;Não;Aquisição de Mobiliários para atender emendas parlamentares Estante de aço;1,5111890001482024e+16;CONCLUÍDO;262200,0;1209,69;1209,69;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;14370;105,0;Sim;Não;Mobiliários com recursos de Emendas Parlamentares Cadeira giratória espaldar alto  ;1,5111890002652024e+16;CONCLUÍDO;262200,0;3360,0;3360,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;14376;118,0;Sim;Não;Mobiliários com recursos de Emendas Parlamentares Armário alto de aço  ;1,5111890002882024e+16;CONCLUÍDO;262200,0;3517,02;3517,02;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7648;49,0;Sim;Não;Aquisição de equipamentos de Eletrodomésticos visando atender as Emendas Estaduais e Federais direcionadas para a Polícia Civil de Minas Gerais. Item: suporte para TV.;1,5111890000922024e+16;CONCLUÍDO;262200,0;158,87;158,87;158,87;158,87;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;11854;105,0;Sim;Não;Armário baixo madeira;1,5111890002652024e+16;CONCLUÍDO;262200,0;1796,4;1796,4;0,0;0,0;0,0;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7208;11,0;Sim;Não;Aquisição de equipamentos de ar condicionado visando atender as Emendas Estaduais e Federais direcionadas a Polícia Civil de Minas Gerais. Item: ar condicionado split de 24.000 btu´s sem instalação.;1,5111890000832024e+16;CONCLUÍDO;262200,0;4700,0;4700,0;4700,0;4700,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7226;24,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: cadeira fixa.;1,5111890000882024e+16;CONCLUÍDO;262200,0;3736,0;3736,0;3736,0;3736,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7233;71,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: estação de trabalho em L.;1,5111890001902024e+16;CONCLUÍDO;262200,0;3570,0;3570,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7255;72,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: mesa retangular para reunião (8 lugares).;1,5111890001902024e+16;CONCLUÍDO;262200,0;1690,0;1690,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;7651;53,0;Sim;Não;"Aquisição de equipamentos de Eletrodomésticos visando atender as Emendas Estaduais e Federais direcionadas para a Polícia Civil de Minas Gerais. Item: TV 55"".";1,5111890000922024e+16;EM ANDAMENTO;262200,0;2274,16;2274,16;2274,16;2274,16;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112721;EXECUÇÃO DIRETA;APROVADO;327;8204;189,0;Sim;Sim;Aquisição de viaturas policiais caracterizadas e descaracterizadas;119,0;EM ANDAMENTO;262200,0;144900,0;144900,0;0,0;0,0;;Economia gerada no certame licitatório - Registro de preços;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112722;EXECUÇÃO DIRETA;APROVADO;331;7704;6,0;Sim;Não;SUBSCRICAO DE LICENCA UFED 4 PC (COM 3 ANOS DE ATUALIZACAO DE SOFTWARE, GARANTIA, RECEBIMENTO DE NOVOS CABOS E SUPORTE) + TREINAMENTO PARA O SOFTWARE UFED FOUDATIONS;1511189105,0;CONCLUÍDO;350000,0;350000,0;258994,67;258994,67;258994,67;;AQUISIÇÃO DE SOFTWARE DE EXTRAÇÃO DE DADOS DE DISPOISITIVOS MOVEIS E TREINAMENTO PARA MELHORIA NOS SERVIÇOS INVESTIGATIVOS DA UNIDADE;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
CORONEL SANDRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;112728;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;67;8433;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
CORONEL SANDRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112729;TRANSFERÊNCIA ESPECIAL;APROVADO;285;14860;;Não;;;;;270000,0;270000,0;270000,0;270000,0;270000,0;;;
LEO PORTELA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112730;RESOLUÇÃO SES;APROVADO;404;5862;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
LEO PORTELA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112731;RESOLUÇÃO SES;APROVADO;404;6056;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
LEO PORTELA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112732;RESOLUÇÃO SES;APROVADO;404;6599;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
LEO PORTELA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112733;RESOLUÇÃO SES;APROVADO;404;6401;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
LEO PORTELA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112734;RESOLUÇÃO SES;APROVADO;404;5867;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112735;RESOLUÇÃO SES;APROVADO;827;6831;;Não;;;;;167906,0;167906,0;167906,0;167906,0;167906,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112736;RESOLUÇÃO SES;APROVADO;827;6796;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
Bloco Minas São Muitas;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112739;EXECUÇÃO DIRETA;APROVADO;572;7627;2,0;Sim;Não;Aquisição de Pistolas Semi Automáticas SEI: 1510.01.0016332/2022-76 Termo aditivo para aquisição de 203 pistolas automáticas;1,5111890000822022e+16;EM ANDAMENTO;80000,0;78310,5;78310,5;78310,5;;;recurso utilizado apnas para aquisição de pistolas 9mm;outras razões de ordem técnica devidamente justificadas.
Bloco Minas São Muitas;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112740;EXECUÇÃO DIRETA;APROVADO;572;7762;198,0;Sim;Sim;Viaturas básicas caracterizadas e descaracterizadas.;119,0;EM ANDAMENTO;120000,0;95000,0;95000,0;0,0;0,0;;Economia gerada no certame licitatório - registro de preços;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112741;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14861;;Não;;;;;700000,0;700000,0;700000,0;700000,0;700000,0;;;
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112742;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14862;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112743;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14863;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112744;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14864;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112745;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14865;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112746;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14866;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112747;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14867;;Não;;;;;450000,0;450000,0;450000,0;450000,0;450000,0;;;
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112748;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14868;;Não;;;;;450000,0;450000,0;450000,0;450000,0;450000,0;;;
CARLOS PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112749;TRANSFERÊNCIA ESPECIAL;APROVADO;294;14869;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
CORONEL SANDRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;112751;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;67;8490;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;14385;102,0;Sim;Não;Mobiliários com recursos de Emendas Parlamentares Cadeira giratória espaldar alto ;1,5111890002652024e+16;CONCLUÍDO;48576,0;1680,0;1680,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;14371;102,0;Sim;Não;Mobiliários com recursos de Emendas Parlamentares Cadeira giratória espaldar médio ;1,5111890002652024e+16;CONCLUÍDO;48576,0;10320,0;10320,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;7649;57,0;Sim;Não;Aquisição de equipamentos de Eletrodomésticos visando atender as Emendas Estaduais e Federais direcionadas para a Polícia Civil de Minas Gerais. Item: ventilador pedestal.;1,5111890000922024e+16;CONCLUÍDO;48576,0;1438,35;1438,35;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;7658;63,0;Sim;Não;Aquisição de equipamentos de Eletrodomésticos visando atender as Emendas Estaduais e Federais direcionadas para a Polícia Civil de Minas Gerais. Item: microondas 30 litros.;1,5111890000922024e+16;CONCLUÍDO;48576,0;753,07;753,07;753,07;753,07;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;7096;71,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: armário alto de madeira.;1,5111890001902024e+16;CONCLUÍDO;48576,0;2380,0;2380,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;14380;116,0;Sim;Não;Mobiliários com recursos de Emendas Parlamentares Estante de aço  ;1,5111890002882024e+16;CONCLUÍDO;48576,0;526,0;526,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;7095;71,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: gaveteiro volante.;1,5111890001902024e+16;CONCLUÍDO;48576,0;7154,08;6900,0;0,0;0,0;;"Ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;";"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;7707;16,0;Sim;Sim;Aquisição de bebedouros para atender Emenda Parlamentar. Item: bebedouro para garrafão.;1,5111890000992024e+16;CONCLUÍDO;48576,0;6007,75;6007,75;6007,75;6007,75;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;7712;5,0;Sim;Sim;Aquisição de bebedouros para atender Emenda Parlamentar. Item: bebedouro de pressão.;1,5111890000992024e+16;CONCLUÍDO;48576,0;2916,75;2916,75;2916,75;2916,75;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
BARTO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;112753;EXECUÇÃO DIRETA;APROVADO;333;7098;24,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: cadeira giratória espaldar médio.;1,5111890000882024e+16;CONCLUÍDO;48576,0;15400,0;15400,0;15400,0;15400,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SAVIO DE SOUZA CRUZ;4291;FUNDO ESTADUAL DE SAÚDE;SES;112754;RESOLUÇÃO SES;APROVADO;525;7329;;Não;;;;;1000000,0;1000000,0;1000000,0;1000000,0;1000000,0;;;
SAVIO DE SOUZA CRUZ;4291;FUNDO ESTADUAL DE SAÚDE;SES;112755;RESOLUÇÃO SES;APROVADO;525;7951;;Não;;;;;1000000,0;1000000,0;1000000,0;1000000,0;1000000,0;;;
CORONEL SANDRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112758;TRANSFERÊNCIA ESPECIAL;APROVADO;285;14870;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112759;RESOLUÇÃO SES;APROVADO;400;6313;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112760;RESOLUÇÃO SES;APROVADO;400;6003;;Não;;;;;250000,0;250000,0;250000,0;250000,0;250000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112761;RESOLUÇÃO SES;APROVADO;400;6176;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112762;RESOLUÇÃO SES;APROVADO;400;6047;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112763;RESOLUÇÃO SES;APROVADO;400;6625;;Não;;;;;250000,0;250000,0;250000,0;250000,0;250000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112764;RESOLUÇÃO SES;APROVADO;400;6219;;Não;;;;;700000,0;700000,0;700000,0;700000,0;700000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112765;RESOLUÇÃO SES;APROVADO;824;7121;;Não;;;;;271799,0;271799,0;271799,0;271799,0;271799,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112767;RESOLUÇÃO SES;APROVADO;829;7117;;Não;;;;;250000,0;250000,0;250000,0;250000,0;250000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112768;RESOLUÇÃO SES;APROVADO;830;7034;;Não;;;;;304800,0;304800,0;304800,0;304800,0;304800,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112769;RESOLUÇÃO SES;APROVADO;831;6824;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
CARLOS PIMENTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;112775;CELEBRAÇÃO DE CONVÊNIO;APROVADO;180;14583;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112777;RESOLUÇÃO SES;APROVADO;827;6876;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112778;RESOLUÇÃO SES;APROVADO;827;6823;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112779;RESOLUÇÃO SES;APROVADO;823;7453;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
CARLOS PIMENTA;4291;FUNDO ESTADUAL DE SAÚDE;SES;112780;RESOLUÇÃO SES;APROVADO;823;7454;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
DELEGADA SHEILA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112782;TRANSFERÊNCIA ESPECIAL;APROVADO;809;14871;;Não;;;;;210000,0;210000,0;210000,0;210000,0;210000,0;;;
DELEGADA SHEILA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;112783;TRANSFERÊNCIA ESPECIAL;APROVADO;809;14872;;Não;;;;;105000,0;105000,0;105000,0;105000,0;105000,0;;;
